performance_id,competition,program,name,nation,rank,starting_number,total_segment_score,total_element_score,total_component_score,total_deductions
5ba76607f6,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Shoma UNO,JPN,1,11,179.40,90.20,91.20,2.00
d2aebc4917,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Romain PONSART,FRA,11,1,63.81,31.56,34.25,2.00
290776b960,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Kevin AYMOZ,FRA,9,2,70.00,34.18,35.82,0.00
dc59653110,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Denis TEN,KAZ,7,3,83.70,42.56,42.14,1.00
443a12d27d,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Moris KVITELASHVILI,GEO,4,4,86.98,48.98,39.00,1.00
12cc3e7907,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Vincent ZHOU,USA,10,5,66.12,32.12,36.00,2.00
156c9c89e6,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Misha GE,UZB,6,6,85.41,43.13,42.28,0.00
a238602a95,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Max AARON,USA,8,7,78.64,41.54,38.10,1.00
f33cdc36e4,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Alexander SAMARIN,RUS,3,8,91.51,50.98,40.53,0.00
60d9ae9823,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Alexei BYCHENKO,ISR,5,9,86.79,46.29,40.50,0.00
3e3833b9cb,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Javier FERNANDEZ,ESP,1,10,107.86,60.00,47.86,0.00
06c14187ae,ISU GP Internationaux de France de Patinage 2017,MEN SHORT PROGRAM,Shoma UNO,JPN,2,11,93.92,48.91,46.01,1.00
0b5baa4e1b,ISU GP Internationaux de France de Patinage 2017,PAIRS FREE SKATING,Lola ESBRAT / Andrei NOVOSELOV,FRA,7,1,94.82,45.21,49.61,0.00
dd147412f5,ISU GP Internationaux de France de Patinage 2017,PAIRS FREE SKATING,Zoe JONES / Christopher BOYADJI,GBR,8,2,85.84,42.47,45.37,2.00
d5ae3b21f2,ISU GP Internationaux de France de Patinage 2017,PAIRS FREE SKATING,Marissa CASTELLI / Mervin TRAN,USA,6,3,118.16,58.89,59.27,0.00
42734295e8,ISU GP Internationaux de France de Patinage 2017,PAIRS FREE SKATING,Cheng PENG / Yang JIN,CHN,5,4,125.74,66.89,60.85,2.00
14d956b33b,ISU GP Internationaux de France de Patinage 2017,PAIRS FREE SKATING,Nicole DELLA MONICA / Matteo GUARISE,ITA,3,5,126.94,62.97,64.97,1.00
d0295d813a,ISU GP Internationaux de France de Patinage 2017,PAIRS FREE SKATING,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,4,6,126.71,62.49,64.22,0.00
9fb921c77f,ISU GP Internationaux de France de Patinage 2017,PAIRS FREE SKATING,Vanessa JAMES / Morgan CIPRES,FRA,1,7,141.14,70.95,70.19,0.00
201ed30887,ISU GP Internationaux de France de Patinage 2017,PAIRS FREE SKATING,Evgenia TARASOVA / Vladimir MOROZOV,RUS,2,8,140.36,67.05,73.31,0.00
03abc213a5,ISU GP Internationaux de France de Patinage 2017,PAIRS SHORT PROGRAM,Zoe JONES / Christopher BOYADJI,GBR,8,1,44.59,23.78,22.81,2.00
26b8c1544c,ISU GP Internationaux de France de Patinage 2017,PAIRS SHORT PROGRAM,Lola ESBRAT / Andrei NOVOSELOV,FRA,7,2,51.90,26.99,24.91,0.00
ee5c79efba,ISU GP Internationaux de France de Patinage 2017,PAIRS SHORT PROGRAM,Cheng PENG / Yang JIN,CHN,5,3,62.40,33.17,29.23,0.00
466ca0e885,ISU GP Internationaux de France de Patinage 2017,PAIRS SHORT PROGRAM,Marissa CASTELLI / Mervin TRAN,USA,6,4,58.99,29.51,29.48,0.00
dd4fd2244c,ISU GP Internationaux de France de Patinage 2017,PAIRS SHORT PROGRAM,Nicole DELLA MONICA / Matteo GUARISE,ITA,3,5,70.65,38.50,32.15,0.00
ac9069e5cc,ISU GP Internationaux de France de Patinage 2017,PAIRS SHORT PROGRAM,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,4,6,66.36,34.99,31.37,0.00
1c1e310995,ISU GP Internationaux de France de Patinage 2017,PAIRS SHORT PROGRAM,Vanessa JAMES / Morgan CIPRES,FRA,2,7,73.18,38.47,34.71,0.00
3cb4596037,ISU GP Internationaux de France de Patinage 2017,PAIRS SHORT PROGRAM,Evgenia TARASOVA / Vladimir MOROZOV,RUS,1,8,77.84,41.90,36.94,1.00
8b94848d27,ISU GP NHK Trophy 2016,ICE DANCE FREE DANCE,Anastasia CANNUSCIO / Colin MCMANUS,USA,8,1,86.81,45.11,41.70,0.00
a3f005169a,ISU GP NHK Trophy 2016,ICE DANCE FREE DANCE,Emi HIRAI / Marien DE LA ASUNCION,JPN,9,2,70.98,36.78,34.20,0.00
5e1516498c,ISU GP NHK Trophy 2016,ICE DANCE FREE DANCE,Marie-Jade LAURIAULT / Romain LE GAC,FRA,6,3,91.78,47.77,44.01,0.00
0c8a720881,ISU GP NHK Trophy 2016,ICE DANCE FREE DANCE,Natalia KALISZEK / Maksym SPODYRIEV,POL,7,4,88.01,45.70,42.31,0.00
81578224d9,ISU GP NHK Trophy 2016,ICE DANCE FREE DANCE,Victoria SINITSINA / Nikita KATSALAPOV,RUS,5,5,100.77,48.85,51.92,0.00
395b58d096,ISU GP NHK Trophy 2016,ICE DANCE FREE DANCE,Kaitlin HAWAYEK / Jean-Luc BAKER,USA,4,6,104.34,54.66,49.68,0.00
4ca7df69a1,ISU GP NHK Trophy 2016,ICE DANCE FREE DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,2,7,111.06,54.40,56.66,0.00
849da05917,ISU GP NHK Trophy 2016,ICE DANCE FREE DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,8,116.37,58.77,57.60,0.00
98213363b9,ISU GP NHK Trophy 2016,ICE DANCE FREE DANCE,Anna CAPPELLINI / Luca LANOTTE,ITA,3,9,108.42,55.35,53.07,0.00
51a239c285,ISU GP NHK Trophy 2016,ICE DANCE SHORT DANCE,Marie-Jade LAURIAULT / Romain LE GAC,FRA,7,2,58.21,30.55,27.66,0.00
687af7bc5e,ISU GP NHK Trophy 2016,ICE DANCE SHORT DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,2,3,75.60,37.98,37.62,0.00
3529e6c11d,ISU GP NHK Trophy 2016,ICE DANCE SHORT DANCE,Victoria SINITSINA / Nikita KATSALAPOV,RUS,4,4,68.85,34.41,34.44,0.00
088d2606ac,ISU GP NHK Trophy 2016,ICE DANCE SHORT DANCE,Kaitlin HAWAYEK / Jean-Luc BAKER,USA,5,5,65.41,34.35,31.06,0.00
814979bb3d,ISU GP NHK Trophy 2016,ICE DANCE SHORT DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,6,79.47,41.58,37.89,0.00
41db150305,ISU GP NHK Trophy 2016,ICE DANCE SHORT DANCE,Anastasia CANNUSCIO / Colin MCMANUS,USA,8,7,52.66,25.28,27.38,0.00
df047a698e,ISU GP NHK Trophy 2016,ICE DANCE SHORT DANCE,Emi HIRAI / Marien DE LA ASUNCION,JPN,9,8,49.37,25.80,23.57,0.00
18a0942128,ISU GP NHK Trophy 2016,ICE DANCE SHORT DANCE,Anna CAPPELLINI / Luca LANOTTE,ITA,3,9,72.00,36.97,35.03,0.00
fb02906400,ISU GP NHK Trophy 2016,ICE DANCE SHORT DANCE,Natalia KALISZEK / Maksym SPODYRIEV,POL,6,10,59.92,31.34,28.58,0.00
0577594806,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Dabin CHOI,KOR,9,1,114.57,61.93,52.64,0.00
9907873ef1,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Nicole RAJICOVA,SVK,10,2,106.27,52.23,54.04,0.00
2651000887,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Karen CHEN,USA,5,3,119.69,60.31,59.38,0.00
79ea386262,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Alaine CHARTRAND,CAN,11,4,101.50,43.53,57.97,0.00
5733c22911,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Elizabet TURSYNBAEVA,KAZ,6,5,119.45,60.80,59.65,1.00
3e340167fa,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Mirai NAGASU,USA,8,6,116.84,55.71,61.13,0.00
08b22d081d,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Wakaba HIGUCHI,JPN,4,7,122.81,61.62,61.19,0.00
2811335de1,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Yura MATSUDA,JPN,7,8,117.28,57.15,60.13,0.00
9136c4c276,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Anna POGORILAYA,RUS,1,9,139.30,68.62,70.68,0.00
dd6ee563f3,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Satoko MIYAHARA,JPN,2,10,133.80,64.64,69.16,0.00
52cd656aab,ISU GP NHK Trophy 2016,LADIES FREE SKATING,Maria SOTSKOVA,RUS,3,11,125.92,58.83,67.09,0.00
a78a4468f0,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Alaine CHARTRAND,CAN,8,1,58.72,29.44,29.28,0.00
277269544d,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Anna POGORILAYA,RUS,1,2,71.56,36.30,35.26,0.00
38e72bbe05,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Maria SOTSKOVA,RUS,2,3,69.96,37.78,32.18,0.00
45710f8c64,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Nicole RAJICOVA,SVK,10,4,53.43,26.11,27.32,0.00
105ac14d6a,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Satoko MIYAHARA,JPN,3,5,64.20,32.08,33.12,1.00
68ac50e1c6,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Karen CHEN,USA,7,6,58.76,28.52,30.24,0.00
4e2cb9a96a,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Dabin CHOI,KOR,11,7,51.06,25.54,25.52,0.00
b22826e1f1,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Yura MATSUDA,JPN,6,8,60.98,31.33,29.65,0.00
3c32565c68,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Wakaba HIGUCHI,JPN,5,9,62.58,32.04,30.54,0.00
4306b8cb04,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Mirai NAGASU,USA,4,10,63.49,32.42,31.07,0.00
a7c401e7f2,ISU GP NHK Trophy 2016,LADIES SHORT PROGRAM,Elizabet TURSYNBAEVA,KAZ,9,11,55.66,26.92,28.74,0.00
6980bc5888,ISU GP NHK Trophy 2016,MEN FREE SKATING,Grant HOCHSTEIN,USA,10,1,123.09,54.07,70.02,1.00
7b4e84a773,ISU GP NHK Trophy 2016,MEN FREE SKATING,Deniss VASILJEVS,LAT,5,2,153.23,79.09,74.14,0.00
1d63d689b1,ISU GP NHK Trophy 2016,MEN FREE SKATING,Jason BROWN,USA,7,3,144.14,62.44,82.70,1.00
edc26ef115,ISU GP NHK Trophy 2016,MEN FREE SKATING,Ryuju HINO,JPN,9,4,134.65,66.37,69.28,1.00
26793d1016,ISU GP NHK Trophy 2016,MEN FREE SKATING,Alexei BYCHENKO,ISR,4,5,154.74,78.26,76.48,0.00
f635f63e05,ISU GP NHK Trophy 2016,MEN FREE SKATING,Mikhail KOLYADA,RUS,6,6,147.51,67.99,81.52,2.00
fc920669b2,ISU GP NHK Trophy 2016,MEN FREE SKATING,Elladj BALDE,CAN,11,7,119.03,45.89,74.14,1.00
f677f9e44d,ISU GP NHK Trophy 2016,MEN FREE SKATING,Nam NGUYEN,CAN,8,8,137.10,64.40,73.70,1.00
7cdc813766,ISU GP NHK Trophy 2016,MEN FREE SKATING,Keiji TANAKA,JPN,3,9,167.95,87.79,80.16,0.00
3ffebda01d,ISU GP NHK Trophy 2016,MEN FREE SKATING,Yuzuru HANYU,JPN,1,10,197.58,106.06,92.52,1.00
96c979069b,ISU GP NHK Trophy 2016,MEN FREE SKATING,Nathan CHEN,USA,2,11,180.97,97.91,84.06,1.00
970fc7d35c,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Mikhail KOLYADA,RUS,4,1,78.18,37.63,40.55,0.00
c80b453b34,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Deniss VASILJEVS,LAT,10,2,70.50,33.82,36.68,0.00
197f7a4a61,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Nathan CHEN,USA,2,3,87.94,48.55,40.39,1.00
b71473e8ec,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Keiji TANAKA,JPN,3,4,80.49,42.14,38.35,0.00
2bbd0449cc,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Jason BROWN,USA,8,5,74.33,31.80,42.53,0.00
de2d09c02f,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Alexei BYCHENKO,ISR,7,6,75.13,35.81,39.32,0.00
7512e2ba49,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Ryuju HINO,JPN,9,7,72.50,37.82,34.68,0.00
71d2b1b597,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Elladj BALDE,CAN,5,8,76.29,38.18,38.11,0.00
e73ab65e0f,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Yuzuru HANYU,JPN,1,9,103.89,57.35,46.54,0.00
02e8748d22,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Grant HOCHSTEIN,USA,11,10,68.31,33.64,35.67,1.00
ad36902987,ISU GP NHK Trophy 2016,MEN SHORT PROGRAM,Nam NGUYEN,CAN,6,11,75.33,40.04,36.29,1.00
547abed98e,ISU GP NHK Trophy 2016,PAIRS FREE SKATING,Miriam ZIEGLER / Severin KIEFER,AUT,5,1,109.72,58.44,52.28,1.00
be6eaedb52,ISU GP NHK Trophy 2016,PAIRS FREE SKATING,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,7,2,109.20,56.61,52.59,0.00
9ca7de2234,ISU GP NHK Trophy 2016,PAIRS FREE SKATING,Tarah KAYNE / Danny O'SHEA,USA,4,3,115.18,57.12,58.06,0.00
c9b8592e1d,ISU GP NHK Trophy 2016,PAIRS FREE SKATING,Xuehan WANG / Lei WANG,CHN,3,4,119.66,59.03,60.63,0.00
cb7fe558f2,ISU GP NHK Trophy 2016,PAIRS FREE SKATING,Mari VARTMANN / Ruben BLOMMAERT,GER,6,5,109.47,53.13,57.34,1.00
7669e45374,ISU GP NHK Trophy 2016,PAIRS FREE SKATING,Meagan DUHAMEL / Eric RADFORD,CAN,1,6,131.61,64.59,67.02,0.00
348daa57b4,ISU GP NHK Trophy 2016,PAIRS FREE SKATING,Cheng PENG / Yang JIN,CHN,2,7,123.54,61.30,64.24,2.00
f15ff1709d,ISU GP NHK Trophy 2016,PAIRS SHORT PROGRAM,Miriam ZIEGLER / Severin KIEFER,AUT,7,1,52.19,28.50,25.69,2.00
0844f00763,ISU GP NHK Trophy 2016,PAIRS SHORT PROGRAM,Meagan DUHAMEL / Eric RADFORD,CAN,2,2,72.95,39.53,34.42,1.00
a99c07fee3,ISU GP NHK Trophy 2016,PAIRS SHORT PROGRAM,Mari VARTMANN / Ruben BLOMMAERT,GER,4,3,61.23,32.77,28.46,0.00
7a8c610de4,ISU GP NHK Trophy 2016,PAIRS SHORT PROGRAM,Cheng PENG / Yang JIN,CHN,1,4,73.33,41.29,32.04,0.00
b5c32eae7a,ISU GP NHK Trophy 2016,PAIRS SHORT PROGRAM,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,6,5,52.65,28.23,25.42,1.00
9ad75bf9ca,ISU GP NHK Trophy 2016,PAIRS SHORT PROGRAM,Xuehan WANG / Lei WANG,CHN,3,6,65.66,35.17,30.49,0.00
f6c91bdb1c,ISU GP NHK Trophy 2016,PAIRS SHORT PROGRAM,Tarah KAYNE / Danny O'SHEA,USA,5,7,57.02,30.59,28.43,2.00
229c12d399,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Misato KOMATSUBARA / Timothy KOLETO,JPN,10,1,78.58,41.33,39.25,2.00
1abe50fc6a,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Kana MURAMOTO / Chris REED,JPN,8,2,94.59,48.62,45.97,0.00
e2f8d0ce1d,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Laurence FOURNIER BEAUDRY / Nikolaj SORENSEN,DEN,5,3,99.06,51.32,47.74,0.00
9321df1c16,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Marie-Jade LAURIAULT / Romain LE GAC,FRA,7,4,94.83,49.48,45.35,0.00
6062f16215,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Alexandra NAZAROVA / Maxim NIKITIN,UKR,6,5,97.55,49.26,48.29,0.00
15464b14cd,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Victoria SINITSINA / Nikita KATSALAPOV,RUS,4,6,104.66,51.69,52.97,0.00
367c23be73,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Penny COOMES / Nicholas BUCKLAND,GBR,9,7,92.51,45.07,47.44,0.00
2f0aa2c111,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,8,117.72,59.86,57.86,0.00
202b6f48d8,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Anna CAPPELLINI / Luca LANOTTE,ITA,3,9,110.69,56.19,54.50,0.00
334735c242,ISU GP NHK Trophy 2017,ICE DANCE FREE DANCE,Madison HUBBELL / Zachary DONOHUE,USA,2,10,112.04,57.64,54.40,0.00
60451bf26f,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Misato KOMATSUBARA / Timothy KOLETO,JPN,10,1,53.83,28.06,25.77,0.00
8e49c4b193,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Penny COOMES / Nicholas BUCKLAND,GBR,5,2,65.64,33.44,32.20,0.00
c451a7b33c,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Alexandra NAZAROVA / Maxim NIKITIN,UKR,7,3,63.33,32.79,30.54,0.00
d08eefc1dc,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Kana MURAMOTO / Chris REED,JPN,9,4,61.82,31.44,30.38,0.00
aa03f12060,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Victoria SINITSINA / Nikita KATSALAPOV,RUS,4,5,72.49,37.18,35.31,0.00
33c1fb6572,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Marie-Jade LAURIAULT / Romain LE GAC,FRA,8,6,62.79,33.67,29.12,0.00
96a9d4510c,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Laurence FOURNIER BEAUDRY / Nikolaj SORENSEN,DEN,6,7,65.34,34.21,31.13,0.00
66a142d7e4,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,8,80.92,42.28,38.64,0.00
8d137a911b,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Madison HUBBELL / Zachary DONOHUE,USA,2,9,76.31,40.30,36.01,0.00
7f358b1a28,ISU GP NHK Trophy 2017,ICE DANCE SHORT DANCE,Anna CAPPELLINI / Luca LANOTTE,ITA,3,10,75.87,39.45,36.42,0.00
57553b2293,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Alaine CHARTRAND,CAN,9,1,109.76,55.03,55.73,1.00
a0af62fecf,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Nicole RAJICOVA,SVK,11,2,106.42,51.27,55.15,0.00
1f9fd1e795,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Soyoun PARK,KOR,12,3,84.25,35.19,50.06,1.00
3cc2478d5b,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Alena LEONOVA,RUS,5,4,127.34,65.22,62.12,0.00
77a9ac8299,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Yuna SHIRAIWA,JPN,8,5,114.60,55.29,59.31,0.00
193695cfb0,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Mariah BELL,USA,10,6,108.79,52.84,57.95,2.00
5247760e1a,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Rika HONGO,JPN,7,7,122.00,58.55,64.45,1.00
42e2428ed1,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Mirai NAGASU,USA,4,8,129.29,66.20,63.09,0.00
5084715e5a,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Satoko MIYAHARA,JPN,6,9,126.75,58.23,68.52,0.00
bdce9db08b,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Evgenia MEDVEDEVA,RUS,1,10,144.40,70.60,74.80,1.00
77fda6d384,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Polina TSURSKAYA,RUS,2,11,140.15,74.38,65.77,0.00
65eee0e4dd,ISU GP NHK Trophy 2017,LADIES FREE SKATING,Carolina KOSTNER,ITA,3,12,137.67,62.96,75.71,1.00
35c0c4f1a4,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Alena LEONOVA,RUS,7,1,63.61,34.13,29.48,0.00
9077a29635,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Polina TSURSKAYA,RUS,3,2,70.04,38.78,31.26,0.00
54c6aff0a1,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Alaine CHARTRAND,CAN,12,3,49.60,23.06,27.54,1.00
ca628f5592,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Soyoun PARK,KOR,11,4,51.54,24.24,27.30,0.00
e85826a9af,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Yuna SHIRAIWA,JPN,8,5,57.34,28.86,28.48,0.00
7b93f81819,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Nicole RAJICOVA,SVK,10,6,53.36,27.33,27.03,1.00
00db81da9d,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Mariah BELL,USA,9,7,57.25,26.94,30.31,0.00
8014019a5a,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Carolina KOSTNER,ITA,2,8,74.57,37.25,37.32,0.00
dca339bfac,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Mirai NAGASU,USA,5,9,65.17,34.45,30.72,0.00
ff1433c9f1,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Rika HONGO,JPN,4,10,65.83,34.00,31.83,0.00
114dc7dc9d,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Satoko MIYAHARA,JPN,6,11,65.05,31.02,34.03,0.00
9c9514c761,ISU GP NHK Trophy 2017,LADIES SHORT PROGRAM,Evgenia MEDVEDEVA,RUS,1,12,79.99,41.71,38.28,0.00
56511e8a4d,ISU GP NHK Trophy 2017,MEN FREE SKATING,Nam NGUYEN,CAN,8,1,148.69,78.49,70.20,0.00
fa2a1be356,ISU GP NHK Trophy 2017,MEN FREE SKATING,Hiroaki SATO,JPN,11,2,123.25,55.67,68.58,1.00
df00290d9b,ISU GP NHK Trophy 2017,MEN FREE SKATING,Dmitri ALIEV,RUS,9,3,145.94,70.52,77.42,2.00
1e1c84849e,ISU GP NHK Trophy 2017,MEN FREE SKATING,Deniss VASILJEVS,LAT,5,4,158.29,76.43,81.86,0.00
23f36b4ed6,ISU GP NHK Trophy 2017,MEN FREE SKATING,Michal BREZINA,CZE,10,5,144.21,66.35,79.86,2.00
a0061294f0,ISU GP NHK Trophy 2017,MEN FREE SKATING,Adam RIPPON,USA,2,6,177.04,91.46,85.58,0.00
2367ef5f8a,ISU GP NHK Trophy 2017,MEN FREE SKATING,Keegan MESSING,CAN,6,7,155.67,74.59,81.08,0.00
c8a320b262,ISU GP NHK Trophy 2017,MEN FREE SKATING,Kazuki TOMONO,JPN,7,8,152.05,75.69,77.36,1.00
3ff37464ca,ISU GP NHK Trophy 2017,MEN FREE SKATING,Sergei VORONOV,RUS,1,9,181.06,94.34,86.72,0.00
7914c6662b,ISU GP NHK Trophy 2017,MEN FREE SKATING,Alexei BYCHENKO,ISR,3,10,166.55,85.85,80.70,0.00
49aaaa6f61,ISU GP NHK Trophy 2017,MEN FREE SKATING,Jason BROWN,USA,4,11,160.59,72.73,89.86,2.00
7704023c19,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Hiroaki SATO,JPN,10,1,75.95,40.56,35.39,0.00
2203528875,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Kazuki TOMONO,JPN,6,2,79.88,43.80,36.08,0.00
9f1363c046,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Keegan MESSING,CAN,5,3,80.13,42.37,38.76,1.00
265bce0629,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Nam NGUYEN,CAN,11,4,65.82,32.76,35.06,2.00
0ed38492f3,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Michal BREZINA,CZE,9,5,76.24,37.28,39.96,1.00
5cd2df0ecd,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Sergei VORONOV,RUS,1,6,90.06,49.18,40.88,0.00
326334d381,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Deniss VASILJEVS,LAT,8,7,76.51,38.54,38.97,1.00
5ba71d9cb0,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Dmitri ALIEV,RUS,7,8,77.51,39.40,39.11,1.00
5c6da9e75b,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Adam RIPPON,USA,4,9,84.95,43.16,41.79,0.00
17e5986322,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Alexei BYCHENKO,ISR,2,10,85.52,45.84,39.68,0.00
9ce9100383,ISU GP NHK Trophy 2017,MEN SHORT PROGRAM,Jason BROWN,USA,3,11,85.36,40.58,44.78,0.00
6b5040cffb,ISU GP NHK Trophy 2017,PAIRS FREE SKATING,Miu SUZAKI / Ryuichi KIHARA,JPN,8,1,95.15,47.86,47.29,0.00
76c40cdfe1,ISU GP NHK Trophy 2017,PAIRS FREE SKATING,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,7,2,104.83,54.04,50.79,0.00
36676cae75,ISU GP NHK Trophy 2017,PAIRS FREE SKATING,Julianne SEGUIN / Charlie BILODEAU,CAN,4,3,130.39,66.26,64.13,0.00
b345e08b8a,ISU GP NHK Trophy 2017,PAIRS FREE SKATING,Miriam ZIEGLER / Severin KIEFER,AUT,6,4,108.52,53.54,56.98,2.00
400d6e9d18,ISU GP NHK Trophy 2017,PAIRS FREE SKATING,Alexa SCIMECA KNIERIM / Chris KNIERIM,USA,5,5,126.65,61.91,64.74,0.00
5975a7d7e2,ISU GP NHK Trophy 2017,PAIRS FREE SKATING,Kristina ASTAKHOVA / Alexei ROGONOV,RUS,3,6,133.17,67.24,65.93,0.00
5f2bb78c61,ISU GP NHK Trophy 2017,PAIRS FREE SKATING,Ksenia STOLBOVA / Fedor KLIMOV,RUS,2,7,147.69,72.56,75.13,0.00
6c84929227,ISU GP NHK Trophy 2017,PAIRS FREE SKATING,Wenjing SUI / Cong HAN,CHN,1,8,155.10,78.54,76.56,0.00
318b5f45d3,ISU GP NHK Trophy 2017,PAIRS SHORT PROGRAM,Miu SUZAKI / Ryuichi KIHARA,JPN,8,1,44.83,22.90,22.93,1.00
